Conjugation,Verb,Tense,Person,Lesson#,Lesson ID,Shared
saltzen diozue,saldu-dative,present,zuek,122,ditransitive-dative-present-plural,NO
saltzen diote,saldu-dative,present,haiek,122,ditransitive-dative-present-plural,NO
uzten diogu,utzi-dative,present,gu,122,ditransitive-dative-present-plural,NO
uzten diozue,utzi-dative,present,zuek,122,ditransitive-dative-present-plural,NO
uzten diote,utzi-dative,present,haiek,122,ditransitive-dative-present-plural,NO
adierazten diogu,adierazi-dative,present,gu,122,ditransitive-dative-present-plural,NO
adierazten diozue,adierazi-dative,present,zuek,122,ditransitive-dative-present-plural,NO
adierazten diote,adierazi-dative,present,haiek,122,ditransitive-dative-present-plural,NO
eskatzen diogu,eskatu-dative,present,gu,122,ditransitive-dative-present-plural,NO
eskatzen diozue,eskatu-dative,present,zuek,122,ditransitive-dative-present-plural,NO
eskatzen diote,eskatu-dative,present,haiek,122,ditransitive-dative-present-plural,NO
galdetzen diogu,galdetu-dative,present,gu,122,ditransitive-dative-present-plural,NO
galdetzen diozue,galdetu-dative,present,zuek,122,ditransitive-dative-present-plural,NO
galdetzen diote,galdetu-dative,present,haiek,122,ditransitive-dative-present-plural,NO
saldu nion,saldu-dative,past,ni,123,ditransitive-dative-past,NO
saldu zenion,saldu-dative,past,zu,123,ditransitive-dative-past,NO
saldu zion,saldu-dative,past,hura,123,ditransitive-dative-past,NO
utzi nion,utzi-dative,past,ni,123,ditransitive-dative-past,NO
utzi zenion,utzi-dative,past,zu,123,ditransitive-dative-past,NO
utzi zion,utzi-dative,past,hura,123,ditransitive-dative-past,NO
adierazi nion,adierazi-dative,past,ni,123,ditransitive-dative-past,NO
adierazi zenion,adierazi-dative,past,zu,123,ditransitive-dative-past,NO
adierazi zion,adierazi-dative,past,hura,123,ditransitive-dative-past,NO
eskatu nion,eskatu-dative,past,ni,123,ditransitive-dative-past,NO
eskatu zenion,eskatu-dative,past,zu,123,ditransitive-dative-past,NO
eskatu zion,eskatu-dative,past,hura,123,ditransitive-dative-past,NO
galdetu nion,galdetu-dative,past,ni,123,ditransitive-dative-past,NO
galdetu zenion,galdetu-dative,past,zu,123,ditransitive-dative-past,NO
galdetu zion,galdetu-dative,past,hura,123,ditransitive-dative-past,NO
saldu genion,saldu-dative,past,gu,124,ditransitive-dative-past-plural,NO
saldu zenioten,saldu-dative,past,zuek,124,ditransitive-dative-past-plural,NO
saldu zioten,saldu-dative,past,haiek,124,ditransitive-dative-past-plural,NO
utzi genion,utzi-dative,past,gu,124,ditransitive-dative-past-plural,NO
utzi zenioten,utzi-dative,past,zuek,124,ditransitive-dative-past-plural,NO
utzi zioten,utzi-dative,past,haiek,124,ditransitive-dative-past-plural,NO
adierazi genion,adierazi-dative,past,gu,124,ditransitive-dative-past-plural,NO
adierazi zenioten,adierazi-dative,past,zuek,124,ditransitive-dative-past-plural,NO
adierazi zioten,adierazi-dative,past,haiek,124,ditransitive-dative-past-plural,NO
eskatu genion,eskatu-dative,past,gu,124,ditransitive-dative-past-plural,NO
eskatu zenioten,eskatu-dative,past,zuek,124,ditransitive-dative-past-plural,NO
eskatu zioten,eskatu-dative,past,haiek,124,ditransitive-dative-past-plural,NO
galdetu genion,galdetu-dative,past,gu,124,ditransitive-dative-past-plural,NO
galdetu zenioten,galdetu-dative,past,zuek,124,ditransitive-dative-past-plural,NO
galdetu zioten,galdetu-dative,past,haiek,124,ditransitive-dative-past-plural,NO
salduko diot,saldu-dative,future,ni,125,ditransitive-dative-future,NO
salduko diozu,saldu-dative,future,zu,125,ditransitive-dative-future,NO
salduko dio,saldu-dative,future,hura,125,ditransitive-dative-future,NO
utziko diot,utzi-dative,future,ni,125,ditransitive-dative-future,NO
utziko diozu,utzi-dative,future,zu,125,ditransitive-dative-future,NO
utziko dio,utzi-dative,future,hura,125,ditransitive-dative-future,NO
adieraziko diot,adierazi-dative,future,ni,125,ditransitive-dative-future,NO
adieraziko diozu,adierazi-dative,future,zu,125,ditransitive-dative-future,NO
adieraziko dio,adierazi-dative,future,hura,125,ditransitive-dative-future,NO
eskatuko diot,eskatu-dative,future,ni,125,ditransitive-dative-future,NO
eskatuko diozu,eskatu-dative,future,zu,125,ditransitive-dative-future,NO
eskatuko dio,eskatu-dative,future,hura,125,ditransitive-dative-future,NO
galdetuko diot,galdetu-dative,future,ni,125,ditransitive-dative-future,NO
galdetuko diozu,galdetu-dative,future,zu,125,ditransitive-dative-future,NO
galdetuko dio,galdetu-dative,future,hura,125,ditransitive-dative-future,NO
salduko diogu,saldu-dative,future,gu,126,ditransitive-dative-future-plural,NO
salduko diozue,saldu-dative,future,zuek,126,ditransitive-dative-future-plural,NO
salduko diote,saldu-dative,future,haiek,126,ditransitive-dative-future-plural,NO
utziko diogu,utzi-dative,future,gu,126,ditransitive-dative-future-plural,NO
utziko diozue,utzi-dative,future,zuek,126,ditransitive-dative-future-plural,NO
utziko diote,utzi-dative,future,haiek,126,ditransitive-dative-future-plural,NO
adieraziko diogu,adierazi-dative,future,gu,126,ditransitive-dative-future-plural,NO
adieraziko diozue,adierazi-dative,future,zuek,126,ditransitive-dative-future-plural,NO
adieraziko diote,adierazi-dative,future,haiek,126,ditransitive-dative-future-plural,NO
eskatuko diogu,eskatu-dative,future,gu,126,ditransitive-dative-future-plural,NO
eskatuko diozue,eskatu-dative,future,zuek,126,ditransitive-dative-future-plural,NO
eskatuko diote,eskatu-dative,future,haiek,126,ditransitive-dative-future-plural,NO
galdetuko diogu,galdetu-dative,future,gu,126,ditransitive-dative-future-plural,NO
galdetuko diozue,galdetu-dative,future,zuek,126,ditransitive-dative-future-plural,NO
galdetuko diote,galdetu-dative,future,haiek,126,ditransitive-dative-future-plural,NO
laguntzen diot,lagundu,present,ni,129,dative-verb-present,NO
laguntzen diozu,lagundu,present,zu,129,dative-verb-present,NO
laguntzen dio,lagundu,present,hura,129,dative-verb-present,NO
ekiten diot,ekin,present,ni,129,dative-verb-present,NO
ekiten diozu,ekin,present,zu,129,dative-verb-present,NO
ekiten dio,ekin,present,hura,129,dative-verb-present,NO
erantzuten diot,erantzun,present,ni,129,dative-verb-present,NO
erantzuten diozu,erantzun,present,zu,129,dative-verb-present,NO
erantzuten dio,erantzun,present,hura,129,dative-verb-present,NO
deitzen diot,deitu,present,ni,129,dative-verb-present,NO
deitzen diozu,deitu,present,zu,129,dative-verb-present,NO
deitzen dio,deitu,present,hura,129,dative-verb-present,NO
eragiten diot,eragin,present,ni,129,dative-verb-present,NO
eragiten diozu,eragin,present,zu,129,dative-verb-present,NO
eragiten dio,eragin,present,hura,129,dative-verb-present,NO
antzematen diot,antzeman,present,ni,129,dative-verb-present,NO
antzematen diozu,antzeman,present,zu,129,dative-verb-present,NO
antzematen dio,antzeman,present,hura,129,dative-verb-present,NO
mesede egiten diot,mesede-egin,present,ni,129,dative-verb-present,NO
mesede egiten diozu,mesede-egin,present,zu,129,dative-verb-present,NO
mesede egiten dio,mesede-egin,present,hura,129,dative-verb-present,NO
kalte egiten diot,kalte-egin,present,ni,129,dative-verb-present,NO
kalte egiten diozu,kalte-egin,present,zu,129,dative-verb-present,NO
kalte egiten dio,kalte-egin,present,hura,129,dative-verb-present,NO
aurre egiten diot,aurre-egin,present,ni,129,dative-verb-present,NO
aurre egiten diozu,aurre-egin,present,zu,129,dative-verb-present,NO
aurre egiten dio,aurre-egin,present,hura,129,dative-verb-present,NO
itxaroten diot,itxaron-dative,present,ni,129,dative-verb-present,NO
itxaroten diozu,itxaron-dative,present,zu,129,dative-verb-present,NO
itxaroten dio,itxaron-dative,present,hura,129,dative-verb-present,NO
laguntzen diogu,lagundu,present,gu,130,dative-verb-present-plural,NO
laguntzen diozue,lagundu,present,zuek,130,dative-verb-present-plural,NO
laguntzen diote,lagundu,present,haiek,130,dative-verb-present-plural,NO
ekiten diogu,ekin,present,gu,130,dative-verb-present-plural,NO
ekiten diozue,ekin,present,zuek,130,dative-verb-present-plural,NO
ekiten diote,ekin,present,haiek,130,dative-verb-present-plural,NO
erantzuten diogu,erantzun,present,gu,130,dative-verb-present-plural,NO
erantzuten diozue,erantzun,present,zuek,130,dative-verb-present-plural,NO
erantzuten diote,erantzun,present,haiek,130,dative-verb-present-plural,NO
deitzen diogu,deitu,present,gu,130,dative-verb-present-plural,NO
deitzen diozue,deitu,present,zuek,130,dative-verb-present-plural,NO
deitzen diote,deitu,present,haiek,130,dative-verb-present-plural,NO
eragiten diogu,eragin,present,gu,130,dative-verb-present-plural,NO
eragiten diozue,eragin,present,zuek,130,dative-verb-present-plural,NO
eragiten diote,eragin,present,haiek,130,dative-verb-present-plural,NO
antzematen diogu,antzeman,present,gu,130,dative-verb-present-plural,NO
antzematen diozue,antzeman,present,zuek,130,dative-verb-present-plural,NO
antzematen diote,antzeman,present,haiek,130,dative-verb-present-plural,NO
mesede egiten diogu,mesede-egin,present,gu,130,dative-verb-present-plural,NO
mesede egiten diozue,mesede-egin,present,zuek,130,dative-verb-present-plural,NO
mesede egiten diote,mesede-egin,present,haiek,130,dative-verb-present-plural,NO
kalte egiten diogu,kalte-egin,present,gu,130,dative-verb-present-plural,NO
kalte egiten diozue,kalte-egin,present,zuek,130,dative-verb-present-plural,NO
kalte egiten diote,kalte-egin,present,haiek,130,dative-verb-present-plural,NO
aurre egiten diogu,aurre-egin,present,gu,130,dative-verb-present-plural,NO
aurre egiten diozue,aurre-egin,present,zuek,130,dative-verb-present-plural,NO
aurre egiten diote,aurre-egin,present,haiek,130,dative-verb-present-plural,NO
itxaroten diogu,itxaron-dative,present,gu,130,dative-verb-present-plural,NO
itxaroten diozue,itxaron-dative,present,zuek,130,dative-verb-present-plural,NO
itxaroten diote,itxaron-dative,present,haiek,130,dative-verb-present-plural,NO
lagundu nion,lagundu,past,ni,131,dative-verb-past,NO
lagundu zenion,lagundu,past,zu,131,dative-verb-past,NO
lagundu zion,lagundu,past,hura,131,dative-verb-past,NO
ekin nion,ekin,past,ni,131,dative-verb-past,NO
ekin zenion,ekin,past,zu,131,dative-verb-past,NO
ekin zion,ekin,past,hura,131,dative-verb-past,NO
erantzun nion,erantzun,past,ni,131,dative-verb-past,NO
erantzun zenion,erantzun,past,zu,131,dative-verb-past,NO
erantzun zion,erantzun,past,hura,131,dative-verb-past,NO
deitu nion,deitu,past,ni,131,dative-verb-past,NO
deitu zenion,deitu,past,zu,131,dative-verb-past,NO
deitu zion,deitu,past,hura,131,dative-verb-past,NO
eragin nion,eragin,past,ni,131,dative-verb-past,NO
eragin zenion,eragin,past,zu,131,dative-verb-past,NO
eragin zion,eragin,past,hura,131,dative-verb-past,NO
antzeman nion,antzeman,past,ni,131,dative-verb-past,NO
antzeman zenion,antzeman,past,zu,131,dative-verb-past,NO
antzeman zion,antzeman,past,hura,131,dative-verb-past,NO
mesede egin nion,mesede-egin,past,ni,131,dative-verb-past,NO
mesede egin zenion,mesede-egin,past,zu,131,dative-verb-past,NO
mesede egin zion,mesede-egin,past,hura,131,dative-verb-past,NO
kalte egin nion,kalte-egin,past,ni,131,dative-verb-past,NO
kalte egin zenion,kalte-egin,past,zu,131,dative-verb-past,NO
kalte egin zion,kalte-egin,past,hura,131,dative-verb-past,NO
aurre egin nion,aurre-egin,past,ni,131,dative-verb-past,NO
aurre egin zenion,aurre-egin,past,zu,131,dative-verb-past,NO
aurre egin zion,aurre-egin,past,hura,131,dative-verb-past,NO
itxaron nion,itxaron-dative,past,ni,131,dative-verb-past,NO
itxaron zenion,itxaron-dative,past,zu,131,dative-verb-past,NO
itxaron zion,itxaron-dative,past,hura,131,dative-verb-past,NO
lagundu genion,lagundu,past,gu,132,dative-verb-past-plural,NO
lagundu zenioten,lagundu,past,zuek,132,dative-verb-past-plural,NO
lagundu zioten,lagundu,past,haiek,132,dative-verb-past-plural,NO
ekin genion,ekin,past,gu,132,dative-verb-past-plural,NO
ekin zenioten,ekin,past,zuek,132,dative-verb-past-plural,NO
ekin zioten,ekin,past,haiek,132,dative-verb-past-plural,NO
erantzun genion,erantzun,past,gu,132,dative-verb-past-plural,NO
erantzun zenioten,erantzun,past,zuek,132,dative-verb-past-plural,NO
erantzun zioten,erantzun,past,haiek,132,dative-verb-past-plural,NO
deitu genion,deitu,past,gu,132,dative-verb-past-plural,NO
deitu zenioten,deitu,past,zuek,132,dative-verb-past-plural,NO
deitu zioten,deitu,past,haiek,132,dative-verb-past-plural,NO
eragin genion,eragin,past,gu,132,dative-verb-past-plural,NO
eragin zenioten,eragin,past,zuek,132,dative-verb-past-plural,NO
eragin zioten,eragin,past,haiek,132,dative-verb-past-plural,NO
antzeman genion,antzeman,past,gu,132,dative-verb-past-plural,NO
antzeman zenioten,antzeman,past,zuek,132,dative-verb-past-plural,NO
antzeman zioten,antzeman,past,haiek,132,dative-verb-past-plural,NO
mesede egin genion,mesede-egin,past,gu,132,dative-verb-past-plural,NO
mesede egin zenioten,mesede-egin,past,zuek,132,dative-verb-past-plural,NO
mesede egin zioten,mesede-egin,past,haiek,132,dative-verb-past-plural,NO
kalte egin genion,kalte-egin,past,gu,132,dative-verb-past-plural,NO
kalte egin zenioten,kalte-egin,past,zuek,132,dative-verb-past-plural,NO
kalte egin zioten,kalte-egin,past,haiek,132,dative-verb-past-plural,NO
aurre egin genion,aurre-egin,past,gu,132,dative-verb-past-plural,NO
aurre egin zenioten,aurre-egin,past,zuek,132,dative-verb-past-plural,NO
aurre egin zioten,aurre-egin,past,haiek,132,dative-verb-past-plural,NO
itxaron genion,itxaron-dative,past,gu,132,dative-verb-past-plural,NO
itxaron zenioten,itxaron-dative,past,zuek,132,dative-verb-past-plural,NO
itxaron zioten,itxaron-dative,past,haiek,132,dative-verb-past-plural,NO
lagunduko diot,lagundu,future,ni,133,dative-verb-future,NO
lagunduko diozu,lagundu,future,zu,133,dative-verb-future,NO
lagunduko dio,lagundu,future,hura,133,dative-verb-future,NO
ekingo diot,ekin,future,ni,133,dative-verb-future,NO
ekingo diozu,ekin,future,zu,133,dative-verb-future,NO
ekingo dio,ekin,future,hura,133,dative-verb-future,NO
erantzungo diot,erantzun,future,ni,133,dative-verb-future,NO
erantzungo diozu,erantzun,future,zu,133,dative-verb-future,NO
erantzungo dio,erantzun,future,hura,133,dative-verb-future,NO
deituko diot,deitu,future,ni,133,dative-verb-future,NO
deituko diozu,deitu,future,zu,133,dative-verb-future,NO
deituko dio,deitu,future,hura,133,dative-verb-future,NO
eragingo diot,eragin,future,ni,133,dative-verb-future,NO
eragingo diozu,eragin,future,zu,133,dative-verb-future,NO
eragingo dio,eragin,future,hura,133,dative-verb-future,NO
antzemango diot,antzeman,future,ni,133,dative-verb-future,NO
antzemango diozu,antzeman,future,zu,133,dative-verb-future,NO
antzemango dio,antzeman,future,hura,133,dative-verb-future,NO
mesede egingo diot,mesede-egin,future,ni,133,dative-verb-future,NO
mesede egingo diozu,mesede-egin,future,zu,133,dative-verb-future,NO
mesede egingo dio,mesede-egin,future,hura,133,dative-verb-future,NO
kalte egingo diot,kalte-egin,future,ni,133,dative-verb-future,NO
kalte egingo diozu,kalte-egin,future,zu,133,dative-verb-future,NO
kalte egingo dio,kalte-egin,future,hura,133,dative-verb-future,NO
aurre egingo diot,aurre-egin,future,ni,133,dative-verb-future,NO
aurre egingo diozu,aurre-egin,future,zu,133,dative-verb-future,NO
aurre egingo dio,aurre-egin,future,hura,133,dative-verb-future,NO
itxarongo diot,itxaron-dative,future,ni,133,dative-verb-future,NO
itxarongo diozu,itxaron-dative,future,zu,133,dative-verb-future,NO
itxarongo dio,itxaron-dative,future,hura,133,dative-verb-future,NO
lagunduko diogu,lagundu,future,gu,134,dative-verb-future-plural,NO
lagunduko diozue,lagundu,future,zuek,134,dative-verb-future-plural,NO
lagunduko diote,lagundu,future,haiek,134,dative-verb-future-plural,NO
ekingo diogu,ekin,future,gu,134,dative-verb-future-plural,NO
ekingo diozue,ekin,future,zuek,134,dative-verb-future-plural,NO
ekingo diote,ekin,future,haiek,134,dative-verb-future-plural,NO
erantzungo diogu,erantzun,future,gu,134,dative-verb-future-plural,NO
erantzungo diozue,erantzun,future,zuek,134,dative-verb-future-plural,NO
erantzungo diote,erantzun,future,haiek,134,dative-verb-future-plural,NO
deituko diogu,deitu,future,gu,134,dative-verb-future-plural,NO
deituko diozue,deitu,future,zuek,134,dative-verb-future-plural,NO
deituko diote,deitu,future,haiek,134,dative-verb-future-plural,NO
eragingo diogu,eragin,future,gu,134,dative-verb-future-plural,NO
eragingo diozue,eragin,future,zuek,134,dative-verb-future-plural,NO
eragingo diote,eragin,future,haiek,134,dative-verb-future-plural,NO
antzemango diogu,antzeman,future,gu,134,dative-verb-future-plural,NO
antzemango diozue,antzeman,future,zuek,134,dative-verb-future-plural,NO
antzemango diote,antzeman,future,haiek,134,dative-verb-future-plural,NO
mesede egingo diogu,mesede-egin,future,gu,134,dative-verb-future-plural,NO
mesede egingo diozue,mesede-egin,future,zuek,134,dative-verb-future-plural,NO
mesede egingo diote,mesede-egin,future,haiek,134,dative-verb-future-plural,NO
kalte egingo diogu,kalte-egin,future,gu,134,dative-verb-future-plural,NO
kalte egingo diozue,kalte-egin,future,zuek,134,dative-verb-future-plural,NO
kalte egingo diote,kalte-egin,future,haiek,134,dative-verb-future-plural,NO
aurre egingo diogu,aurre-egin,future,gu,134,dative-verb-future-plural,NO
aurre egingo diozue,aurre-egin,future,zuek,134,dative-verb-future-plural,NO
aurre egingo diote,aurre-egin,future,haiek,134,dative-verb-future-plural,NO
itxarongo diogu,itxaron-dative,future,gu,134,dative-verb-future-plural,NO
itxarongo diozue,itxaron-dative,future,zuek,134,dative-verb-future-plural,NO
itxarongo diote,itxaron-dative,future,haiek,134,dative-verb-future-plural,NO
naiteke,izan,potential,ni,137,izan-potential,NO
haiteke,izan,potential,hi,137,izan-potential,NO
zaitezke,izan,potential,zu,137,izan-potential,NO
daiteke,izan,potential,hura,137,izan-potential,NO
gaitezke,izan,potential,gu,137,izan-potential,NO
zaitezkete,izan,potential,zuek,137,izan-potential,NO
daitezke,izan,potential,haiek,137,izan-potential,NO
dezaket,ukan,potential,ni,138,ukan-potential,NO
dezakezu,ukan,potential,zu,138,ukan-potential,NO
dezake,ukan,potential,hura,138,ukan-potential,NO
dezakegu,ukan,potential,gu,138,ukan-potential,NO
dezakezue,ukan,potential,zuek,138,ukan-potential,NO
dezakete,ukan,potential,haiek,138,ukan-potential,NO
zaitzaket,ukan,potentialByObject,zu,140,ukan-potential-object-axis-present,NO
zaitzaketet,ukan,potentialByObject,zuek,140,ukan-potential-object-axis-present,NO
ditzaket,ukan,potentialByObject,haiek,140,ukan-potential-object-axis-present,NO
nezake,ukan,potentialAlegiazkoaByObject,hura,141,ukan-potential-object-axis-alegiazkoa,NO
zintzaket,ukan,potentialAlegiazkoaByObject,zu,141,ukan-potential-object-axis-alegiazkoa,NO
zintzaketet,ukan,potentialAlegiazkoaByObject,zuek,141,ukan-potential-object-axis-alegiazkoa,NO
nitzake,ukan,potentialAlegiazkoaByObject,haiek,141,ukan-potential-object-axis-alegiazkoa,NO
nezakeen,ukan,potentialLehenaldiaByObject,hura,142,ukan-potential-object-axis-lehenaldia,NO
zintzakedan,ukan,potentialLehenaldiaByObject,zu,142,ukan-potential-object-axis-lehenaldia,NO
zintzaketedan,ukan,potentialLehenaldiaByObject,zuek,142,ukan-potential-object-axis-lehenaldia,NO
nitzakeen,ukan,potentialLehenaldiaByObject,haiek,142,ukan-potential-object-axis-lehenaldia,NO
nazake,ukan,potentialByObject,ni,144,ukan-potential-object-axis-present-hura,NO
gaitzake,ukan,potentialByObject,gu,144,ukan-potential-object-axis-present-hura,NO
zaitzake,ukan,potentialByObject,zu,144,ukan-potential-object-axis-present-hura,NO
zaitzakete,ukan,potentialByObject,zuek,144,ukan-potential-object-axis-present-hura,NO
ditzake,ukan,potentialByObject,haiek,144,ukan-potential-object-axis-present-hura,NO
nintzake,ukan,potentialAlegiazkoaByObject,ni,145,ukan-potential-object-axis-alegiazkoa-hura,NO
lezake,ukan,potentialAlegiazkoaByObject,hura,145,ukan-potential-object-axis-alegiazkoa-hura,NO
gintzake,ukan,potentialAlegiazkoaByObject,gu,145,ukan-potential-object-axis-alegiazkoa-hura,NO
zintzake,ukan,potentialAlegiazkoaByObject,zu,145,ukan-potential-object-axis-alegiazkoa-hura,NO
